x,y,z,shadow
1144515.13900274,6490867.90010346,4.0358235265901e-10,1
574443.500449816,6565919.2551227,4.0358235265901e-10,1
4.0358235265901e-10,6591000,4.0358235265901e-10,1
-574443.500449814,6565919.2551227,4.0358235265901e-10,1
-1144515.13900274,6490867.90010346,4.0358235265901e-10,1
-1705876.32627071,6366417.12107125,4.0358235265901e-10,1
-2254254.76465948,6193514.06359992,4.0358235265901e-10,1
-2785476.96313295,5973474.62435856,4.0358235265901e-10,1
-3295500,5707973.43634324,4.0358235265901e-10,1
-3780442.29198974,5399031.12390875,4.0358235265901e-10,1
-4236613.13544398,5048998.92459718,4.0358235265901e-10,1
-4660540.79480053,4660540.79480053,4.0358235265901e-10,1
-5048998.92459718,4236613.13544398,4.0358235265901e-10,1
-5399031.12390874,3780442.29198975,4.0358235265901e-10,1
-5707973.43634324,3295500,4.0358235265901e-10,1
-5973474.62435856,2785476.96313295,4.0358235265901e-10,1
-6193514.06359992,2254254.76465948,4.0358235265901e-10,1
-6366417.12107125,1705876.32627072,4.0358235265901e-10,1
-6490867.90010346,1144515.13900274,4.0358235265901e-10,1
-6565919.2551227,574443.500449815,4.0358235265901e-10,1
-6591000,8.07164705318021e-10,4.0358235265901e-10,1
-6565919.2551227,-574443.500449814,4.0358235265901e-10,1
-6490867.90010346,-1144515.13900274,4.0358235265901e-10,1
-6366417.12107125,-1705876.32627071,4.0358235265901e-10,1
-6193514.06359992,-2254254.76465948,4.0358235265901e-10,1
-5973474.62435856,-2785476.96313295,4.0358235265901e-10,1
-5707973.43634324,-3295500,4.0358235265901e-10,1
-5399031.12390875,-3780442.29198974,4.0358235265901e-10,1
-5048998.92459718,-4236613.13544398,4.0358235265901e-10,1
-4660540.79480054,-4660540.79480053,4.0358235265901e-10,1
-4236613.13544398,-5048998.92459718,4.0358235265901e-10,1
-3780442.29198975,-5399031.12390874,4.0358235265901e-10,1
-3295500,-5707973.43634323,4.0358235265901e-10,1
-2785476.96313295,-5973474.62435856,4.0358235265901e-10,1
-2254254.76465949,-6193514.06359992,4.0358235265901e-10,1
-1705876.32627071,-6366417.12107125,4.0358235265901e-10,1
-1144515.13900274,-6490867.90010346,4.0358235265901e-10,1
-574443.500449816,-6565919.2551227,4.0358235265901e-10,1
-1.21074705797703e-09,-6591000,4.0358235265901e-10,1
574443.500449813,-6565919.2551227,4.0358235265901e-10,1
1144515.13900274,-6490867.90010346,4.0358235265901e-10,1
1705876.32627071,-6366417.12107125,4.0358235265901e-10,0.461679535862064
2254254.76465948,-6193514.06359992,4.0358235265901e-10,0
2785476.96313295,-5973474.62435856,4.0358235265901e-10,0
3295500,-5707973.43634323,4.0358235265901e-10,0
3780442.29198974,-5399031.12390875,4.0358235265901e-10,0
4236613.13544398,-5048998.92459719,4.0358235265901e-10,0
4660540.79480053,-4660540.79480054,4.0358235265901e-10,0
5048998.92459718,-4236613.13544398,4.0358235265901e-10,0
5399031.12390874,-3780442.29198975,4.0358235265901e-10,0
5707973.43634323,-3295500,4.0358235265901e-10,0
5973474.62435856,-2785476.96313295,4.0358235265901e-10,0
6193514.06359992,-2254254.76465949,4.0358235265901e-10,0
6366417.12107125,-1705876.32627071,4.0358235265901e-10,0
6490867.90010346,-1144515.13900274,4.0358235265901e-10,0
6540933.95005173,572257.569501369,-574443.500449814,0
6466168.18809697,1140159.91336026,-574443.500449814,0
6342190.98185169,1699384.95183111,-574443.500449814,0
6169945.87271491,2245676.64470183,-574443.500449814,0
5950743.74997158,2774877.38232974,-574443.500449814,0
5686252.87413365,3282959.62756135,-574443.500449814,0
5378486.18047021,3766056.56772199,-574443.500449814,0
5029785.95935464,4220491.54339514,-574443.500449814,0
4642806.03002058,4642806.03002058,-574443.500449814,0
4220491.54339514,5029785.95935464,-574443.500449814,0
3766056.56772199,5378486.18047021,-574443.500449814,0
3282959.62756135,5686252.87413365,-574443.500449814,0
2774877.38232974,5950743.74997158,-574443.500449814,0
2245676.64470183,6169945.8727149,-574443.500449814,0
1699384.95183111,6342190.98185169,-574443.500449814,0.475387519303505
1140159.91336027,6466168.18809697,-574443.500449814,1
572257.56950137,6540933.95005173,-574443.500449814,1
4.02046599962299e-10,6565919.2551227,-574443.500449814,1
-572257.569501368,6540933.95005173,-574443.500449814,1
-1140159.91336026,6466168.18809697,-574443.500449814,1
-1699384.95183111,6342190.98185169,-574443.500449814,1
-2245676.64470183,6169945.87271491,-574443.500449814,1
-2774877.38232974,5950743.74997158,-574443.500449814,1
-3282959.62756135,5686252.87413365,-574443.500449814,1
-3766056.56772199,5378486.18047021,-574443.500449814,1
-4220491.54339514,5029785.95935464,-574443.500449814,1
-4642806.03002058,4642806.03002058,-574443.500449814,1
-5029785.95935464,4220491.54339514,-574443.500449814,1
-5378486.18047021,3766056.56772199,-574443.500449814,1
-5686252.87413365,3282959.62756135,-574443.500449814,1
-5950743.74997158,2774877.38232974,-574443.500449814,1
-6169945.8727149,2245676.64470183,-574443.500449814,1
-6342190.98185169,1699384.95183111,-574443.500449814,1
-6466168.18809697,1140159.91336027,-574443.500449814,1
-6540933.95005173,572257.569501369,-574443.500449814,1
-6565919.2551227,8.04093199924598e-10,-574443.500449814,1
-6540933.95005173,-572257.569501368,-574443.500449814,1
-6466168.18809697,-1140159.91336026,-574443.500449814,1
-6342190.98185169,-1699384.95183111,-574443.500449814,1
-6169945.87271491,-2245676.64470183,-574443.500449814,1
-5950743.74997158,-2774877.38232974,-574443.500449814,1
-5686252.87413365,-3282959.62756135,-574443.500449814,1
-5378486.18047021,-3766056.56772199,-574443.500449814,1
-5029785.95935464,-4220491.54339514,-574443.500449814,1
-4642806.03002058,-4642806.03002058,-574443.500449814,1
-4220491.54339514,-5029785.95935464,-574443.500449814,1
-3766056.56772199,-5378486.18047021,-574443.500449814,1
-3282959.62756135,-5686252.87413365,-574443.500449814,1
-2774877.38232974,-5950743.74997158,-574443.500449814,1
-2245676.64470184,-6169945.8727149,-574443.500449814,1
-1699384.95183111,-6342190.98185169,-574443.500449814,1
-1140159.91336026,-6466168.18809697,-574443.500449814,1
-572257.569501369,-6540933.95005173,-574443.500449814,1
-1.2061397998869e-09,-6565919.2551227,-574443.500449814,1
572257.569501367,-6540933.95005173,-574443.500449814,1
1140159.91336026,-6466168.18809697,-574443.500449814,1
1699384.95183111,-6342190.98185169,-574443.500449814,0.475387519303511
2245676.64470183,-6169945.87271491,-574443.500449814,0
2774877.38232974,-5950743.74997158,-574443.500449814,0
3282959.62756135,-5686252.87413365,-574443.500449814,0
3766056.56772199,-5378486.18047021,-574443.500449814,0
4220491.54339514,-5029785.95935464,-574443.500449814,0
4642806.03002058,-4642806.03002058,-574443.500449814,0
5029785.95935464,-4220491.54339514,-574443.500449814,0
5378486.18047021,-3766056.56772199,-574443.500449814,0
5686252.87413365,-3282959.62756135,-574443.500449814,0
5950743.74997158,-2774877.38232975,-574443.500449814,0
6169945.8727149,-2245676.64470184,-574443.500449814,0
6342190.98185169,-1699384.95183111,-574443.500449814,0
6466168.18809697,-1140159.91336027,-574443.500449814,0
6466168.18809697,565716.41291045,-1144515.13900274,0
6392257.03179996,1127127.38232974,-1144515.13900274,0
6269696.93974063,1679960.23179138,-1144515.13900274,0
6099420.66822335,2220007.56950137,-1144515.13900274,0
5882724.12249,2743159.30913023,-1144515.13900274,0
5621256.49409855,3245433.95005173,-1144515.13900274,0
5317007.70957955,3723008.87896674,-1144515.13900274,0
4972293.28589361,4172249.46229859,-1144515.13900274,0
4589736.70794924,4589736.70794924,-1144515.13900274,0
4172249.46229859,4972293.28589361,-1144515.13900274,0
3723008.87896674,5317007.70957955,-1144515.13900274,0
3245433.95005173,5621256.49409855,-1144515.13900274,0
2743159.30913023,5882724.12249,-1144515.13900274,0
2220007.56950137,6099420.66822335,-1144515.13900274,0
1679960.23179138,6269696.93974063,-1144515.13900274,0.516406727653062
1127127.38232974,6392257.03179996,-1144515.13900274,1
565716.412910451,6466168.18809697,-1144515.13900274,1
3.974510298775e-10,6490867.90010346,-1144515.13900274,1
-565716.412910449,6466168.18809697,-1144515.13900274,1
-1127127.38232974,6392257.03179996,-1144515.13900274,1
-1679960.23179138,6269696.93974063,-1144515.13900274,1
-2220007.56950137,6099420.66822335,-1144515.13900274,1
-2743159.30913023,5882724.12249,-1144515.13900274,1
-3245433.95005173,5621256.49409855,-1144515.13900274,1
-3723008.87896674,5317007.70957955,-1144515.13900274,1
-4172249.46229859,4972293.28589361,-1144515.13900274,1
-4589736.70794924,4589736.70794924,-1144515.13900274,1
-4972293.28589361,4172249.46229859,-1144515.13900274,1
-5317007.70957955,3723008.87896674,-1144515.13900274,1
-5621256.49409855,3245433.95005173,-1144515.13900274,1
-5882724.12249,2743159.30913023,-1144515.13900274,1
-6099420.66822335,2220007.56950137,-1144515.13900274,1
-6269696.93974063,1679960.23179138,-1144515.13900274,1
-6392257.03179996,1127127.38232974,-1144515.13900274,1
-6466168.18809697,565716.41291045,-1144515.13900274,1
-6490867.90010346,7.94902059755001e-10,-1144515.13900274,1
-6466168.18809697,-565716.412910448,-1144515.13900274,1
-6392257.03179996,-1127127.38232974,-1144515.13900274,1
-6269696.93974063,-1679960.23179138,-1144515.13900274,1
-6099420.66822335,-2220007.56950137,-1144515.13900274,1
-5882724.12249,-2743159.30913023,-1144515.13900274,1
-5621256.49409855,-3245433.95005173,-1144515.13900274,1
-5317007.70957955,-3723008.87896674,-1144515.13900274,1
-4972293.28589361,-4172249.46229859,-1144515.13900274,1
-4589736.70794925,-4589736.70794924,-1144515.13900274,1
-4172249.46229859,-4972293.28589361,-1144515.13900274,1
-3723008.87896674,-5317007.70957955,-1144515.13900274,1
-3245433.95005173,-5621256.49409855,-1144515.13900274,1
-2743159.30913023,-5882724.12249,-1144515.13900274,1
-2220007.56950137,-6099420.66822335,-1144515.13900274,1
-1679960.23179138,-6269696.93974063,-1144515.13900274,1
-1127127.38232974,-6392257.03179996,-1144515.13900274,1
-565716.41291045,-6466168.18809697,-1144515.13900274,1
-1.1923530896325e-09,-6490867.90010346,-1144515.13900274,1
565716.412910448,-6466168.18809697,-1144515.13900274,1
1127127.38232974,-6392257.03179996,-1144515.13900274,1
1679960.23179138,-6269696.93974063,-1144515.13900274,0.516406727653075
2220007.56950137,-6099420.66822335,-1144515.13900274,0
2743159.30913023,-5882724.12249,-1144515.13900274,0
3245433.95005173,-5621256.49409855,-1144515.13900274,0
3723008.87896674,-5317007.70957955,-1144515.13900274,0
4172249.46229859,-4972293.28589361,-1144515.13900274,0
4589736.70794924,-4589736.70794925,-1144515.13900274,0
4972293.28589361,-4172249.46229859,-1144515.13900274,0
5317007.70957955,-3723008.87896674,-1144515.13900274,0
5621256.49409855,-3245433.95005173,-1144515.13900274,0
5882724.12249,-2743159.30913023,-1144515.13900274,0
6099420.66822335,-2220007.56950137,-1144515.13900274,0
6269696.93974063,-1679960.23179138,-1144515.13900274,0
6392257.03179996,-1127127.38232974,-1144515.13900274,0
6342190.98185169,554869.812828372,-1705876.32627071,0
6269696.93974063,1105516.73134157,-1705876.32627071,0
6149486.71817162,1647750,-1705876.32627071,0
5982475.18951572,2177442.89621978,-1705876.32627071,0
5769933.41235032,2690564.13722336,-1705876.32627071,0
5513478.95793589,3183208.56053562,-1705876.32627071,0
5215063.59952195,3651626.84462833,-1705876.32627071,0
4876958.45817415,4092254.04352085,-1705876.32627071,0
4501736.71817162,4501736.71817162,-1705876.32627071,0
4092254.04352085,4876958.45817415,-1705876.32627071,0
3651626.84462833,5215063.59952195,-1705876.32627071,0
3183208.56053563,5513478.95793589,-1705876.32627071,0
2690564.13722336,5769933.41235032,-1705876.32627071,0
2177442.89621978,5982475.18951572,-1705876.32627071,0
1647750,6149486.71817162,-1705876.32627071,0.584050899498382
1105516.73134157,6269696.93974063,-1705876.32627071,1
554869.812828374,6342190.98185169,-1705876.32627071,1
3.89830617467841e-10,6366417.12107125,-1705876.32627071,1
-554869.812828371,6342190.98185169,-1705876.32627071,1
-1105516.73134157,6269696.93974063,-1705876.32627071,1
-1647750,6149486.71817162,-1705876.32627071,1
-2177442.89621978,5982475.18951572,-1705876.32627071,1
-2690564.13722336,5769933.41235032,-1705876.32627071,1
-3183208.56053562,5513478.95793589,-1705876.32627071,1
-3651626.84462833,5215063.59952195,-1705876.32627071,1
-4092254.04352085,4876958.45817415,-1705876.32627071,1
-4501736.71817162,4501736.71817162,-1705876.32627071,1
-4876958.45817415,4092254.04352085,-1705876.32627071,1
-5215063.59952195,3651626.84462834,-1705876.32627071,1
-5513478.95793589,3183208.56053562,-1705876.32627071,1
-5769933.41235032,2690564.13722336,-1705876.32627071,1
-5982475.18951572,2177442.89621978,-1705876.32627071,1
-6149486.71817162,1647750,-1705876.32627071,1
-6269696.93974063,1105516.73134157,-1705876.32627071,1
-6342190.98185169,554869.812828372,-1705876.32627071,1
-6366417.12107125,7.79661234935681e-10,-1705876.32627071,1
-6342190.98185169,-554869.812828371,-1705876.32627071,1
-6269696.93974063,-1105516.73134157,-1705876.32627071,1
-6149486.71817162,-1647750,-1705876.32627071,1
-5982475.18951572,-2177442.89621978,-1705876.32627071,1
-5769933.41235032,-2690564.13722336,-1705876.32627071,1
-5513478.95793589,-3183208.56053562,-1705876.32627071,1
-5215063.59952195,-3651626.84462833,-1705876.32627071,1
-4876958.45817415,-4092254.04352085,-1705876.32627071,1
-4501736.71817162,-4501736.71817162,-1705876.32627071,1
-4092254.04352085,-4876958.45817415,-1705876.32627071,1
-3651626.84462834,-5215063.59952195,-1705876.32627071,1
-3183208.56053563,-5513478.95793589,-1705876.32627071,1
-2690564.13722336,-5769933.41235032,-1705876.32627071,1
-2177442.89621978,-5982475.18951572,-1705876.32627071,1
-1647750,-6149486.71817162,-1705876.32627071,1
-1105516.73134157,-6269696.93974063,-1705876.32627071,1
-554869.812828373,-6342190.98185169,-1705876.32627071,1
-1.16949185240352e-09,-6366417.12107125,-1705876.32627071,1
554869.81282837,-6342190.98185169,-1705876.32627071,1
1105516.73134157,-6269696.93974063,-1705876.32627071,1
1647750,-6149486.71817162,-1705876.32627071,0.584050899498392
2177442.89621978,-5982475.18951572,-1705876.32627071,0
2690564.13722336,-5769933.41235033,-1705876.32627071,0
3183208.56053563,-5513478.95793589,-1705876.32627071,0
3651626.84462833,-5215063.59952195,-1705876.32627071,0
4092254.04352085,-4876958.45817415,-1705876.32627071,0
4501736.71817162,-4501736.71817162,-1705876.32627071,0
4876958.45817415,-4092254.04352085,-1705876.32627071,0
5215063.59952195,-3651626.84462834,-1705876.32627071,0
5513478.95793589,-3183208.56053563,-1705876.32627071,0
5769933.41235032,-2690564.13722336,-1705876.32627071,0
5982475.18951572,-2177442.89621978,-1705876.32627071,0
6149486.71817162,-1647750,-1705876.32627071,0
6269696.93974063,-1105516.73134157,-1705876.32627071,0
6169945.87271491,539800.318431118,-2254254.76465948,0
6099420.66822335,1075492.43049863,-2254254.76465948,0
5982475.18951572,1602999.39576996,-2254254.76465948,0
5819999.46229859,2118306.56772199,-2254254.76465948,0
5613230.02496161,2617492.14762518,-2254254.76465948,0
5363740.51777372,3096757.03179996,-2254254.76465948,0
5073429.7065305,3552453.72508973,-2254254.76465948,0
4744507.03179996,3981114.10050136,-2254254.76465948,0
4379475.79374576,4379475.79374576,-2254254.76465948,0
3981114.10050136,4744507.03179996,-2254254.76465948,0
3552453.72508973,5073429.7065305,-2254254.76465948,0
3096757.03179996,5363740.51777372,-2254254.76465948,0
2617492.14762518,5613230.02496161,-2254254.76465948,0
2118306.56772199,5819999.46229859,-2254254.76465948,0
1602999.39576996,5982475.18951572,-2254254.76465948,0.675968710827175
1075492.43049863,6099420.66822335,-2254254.76465948,1
539800.318431119,6169945.87271491,-2254254.76465948,1
3.79243358673088e-10,6193514.06359992,-2254254.76465948,1
-539800.318431117,6169945.87271491,-2254254.76465948,1
-1075492.43049863,6099420.66822335,-2254254.76465948,1
-1602999.39576996,5982475.18951572,-2254254.76465948,1
-2118306.56772199,5819999.46229859,-2254254.76465948,1
-2617492.14762517,5613230.02496162,-2254254.76465948,1
-3096757.03179996,5363740.51777372,-2254254.76465948,1
-3552453.72508973,5073429.7065305,-2254254.76465948,1
-3981114.10050136,4744507.03179996,-2254254.76465948,1
-4379475.79374576,4379475.79374576,-2254254.76465948,1
-4744507.03179996,3981114.10050136,-2254254.76465948,1
-5073429.7065305,3552453.72508973,-2254254.76465948,1
-5363740.51777372,3096757.03179996,-2254254.76465948,1
-5613230.02496161,2617492.14762518,-2254254.76465948,1
-5819999.46229859,2118306.56772199,-2254254.76465948,1
-5982475.18951572,1602999.39576997,-2254254.76465948,1
-6099420.66822335,1075492.43049863,-2254254.76465948,1
-6169945.87271491,539800.318431118,-2254254.76465948,1
-6193514.06359992,7.58486717346176e-10,-2254254.76465948,1
-6169945.87271491,-539800.318431116,-2254254.76465948,1
-6099420.66822335,-1075492.43049863,-2254254.76465948,1
-5982475.18951572,-1602999.39576997,-2254254.76465948,1
-5819999.46229859,-2118306.56772199,-2254254.76465948,1
-5613230.02496162,-2617492.14762517,-2254254.76465948,1
-5363740.51777372,-3096757.03179996,-2254254.76465948,1
